Index,Fiscal_Week_ID,Store_ID,Item_ID,Price,Item_Quantity,Sales_Amount_No_Discount,Sales_Amount,Competition_Price,price_change,qty_change,elasticity,price_bracket,competition_price_bracket,competition_sales_amt,Price_avg,Item_Quantity_avg,segment,dynamic_price
26894,2019-03-25,store_162,item_3,81.35,348,2636.48,14355.72,152.65,0.019551322220829448,-0.03867403314917128,-1.9780776313925723,51-100,151-200,53122.200000000004,80.729,17815,Medium,85.4175
26898,2019-03-25,store_30,item_3,80.56,362,2552.55,15586.3,152.65,-0.009711124769514301,0.04022988505747116,-4.14265968281687,51-100,151-200,55259.3,80.729,17815,Medium,84.58800000000001
26902,2019-03-25,store_594,item_3,77.63,367,2649.52,15615.2,152.65,-0.036370407149950434,0.013812154696132506,-0.37976354345407237,51-100,151-200,56022.55,80.729,17815,Medium,81.5115
26906,2019-03-25,store_197,item_3,84.05,372,2614.55,15481.1,152.65,0.082699987118382,0.013623978201634968,0.16473978626057997,51-100,151-200,56785.8,80.729,17815,Medium,88.2525
26910,2019-03-25,store_459,item_711,87.37,390,3015.0,8258.71,273.15,0.0395002974419989,0.048387096774193505,1.2249805674310106,51-100,251-300,106528.49999999999,89.9596,19206,Medium,91.7385
26919,2019-03-25,store_709,item_711,90.76,367,2868.33,8365.67,273.15,0.03880050360535647,-0.05897435897435899,-1.5199379774601038,51-100,251-300,100246.04999999999,89.9596,19206,Medium,95.29800000000002
26928,2019-03-25,store_442,item_711,88.56,390,3030.94,8699.41,273.15,-0.024239753195240188,0.06267029972752036,-2.585434728758977,51-100,251-300,106528.49999999999,89.9596,19206,Medium,92.988
26937,2019-03-25,store_136,item_711,92.98,370,3095.27,8123.97,273.15,0.04990966576332423,-0.05128205128205132,-1.027497389488342,51-100,251-300,101065.49999999999,89.9596,19206,Medium,97.629
26946,2019-03-25,store_601,item_711,88.33,379,2924.49,8499.8,273.15,-0.050010755001075546,0.024324324324324298,-0.48638186573670344,51-100,251-300,103523.84999999999,89.9596,19206,Medium,92.7465
26955,2019-03-25,store_458,item_711,87.61,375,3032.45,7975.94,273.15,-0.008151250990603431,-0.01055408970976257,1.2947815889768424,51-100,251-300,102431.24999999999,89.9596,19206,Medium,91.9905
26964,2019-03-25,store_162,item_711,87.4,369,2947.84,7979.19,273.15,-0.002396986645360033,-0.016000000000000014,6.675047619047864,51-100,251-300,100792.34999999999,89.9596,19206,Medium,91.77000000000001
26973,2019-03-25,store_30,item_711,93.57,380,2892.53,8077.47,273.15,0.07059496567505708,0.02981029810298108,0.4222722940357458,51-100,251-300,103796.99999999999,89.9596,19206,Medium,98.24849999999999
26982,2019-03-25,store_594,item_711,93.8,385,2984.31,8147.08,273.15,0.002458052794699128,0.013157894736842035,5.352974828375317,51-100,251-300,105162.74999999999,89.9596,19206,Medium,98.49
26991,2019-03-25,store_197,item_711,85.64,379,2913.78,8334.84,273.15,-0.08699360341151385,-0.01558441558441559,0.17914438502673805,51-100,251-300,103523.84999999999,89.9596,19206,Medium,89.92200000000001
27000,2019-03-25,store_459,item_282,197.38,352,5474.13,10198.47,147.34,1.3047641289117236,-0.0712401055408971,-0.054599987815665184,151-200,101-150,51863.68,190.93779999999998,17294,High,177.642
27003,2019-03-25,store_709,item_282,196.71,341,5766.85,10205.6,147.34,-0.0033944675245718425,-0.03125,9.206156716418045,151-200,101-150,50242.94,190.93779999999998,17294,High,177.03900000000002
27006,2019-03-25,store_442,item_282,188.92,359,5667.08,10192.68,147.34,-0.03960144374968233,0.05278592375366564,-1.3329292761981455,151-200,101-150,52895.06,190.93779999999998,17294,High,170.028
27009,2019-03-25,store_136,item_282,184.28,331,5620.24,9624.37,147.34,-0.024560660597078066,-0.07799442896935938,3.175583517433494,151-200,101-150,48769.54,190.93779999999998,17294,High,165.852
27012,2019-03-25,store_601,item_282,197.03,336,5270.01,10059.58,147.34,0.06918819188191883,0.015105740181268867,0.218328298086606,151-200,101-150,49506.24,190.93779999999998,17294,High,177.327
27015,2019-03-25,store_458,item_282,199.83,360,5400.11,10208.47,147.34,0.014211033852712829,0.0714285714285714,5.026275510204064,151-200,101-150,53042.4,190.93779999999998,17294,High,179.847
27018,2019-03-25,store_162,item_282,192.92,353,5618.29,9775.44,147.34,-0.03457939248361119,-0.019444444444444486,0.5623130728412921,151-200,101-150,52011.020000000004,190.93779999999998,17294,High,173.628
27021,2019-03-25,store_30,item_282,186.17,346,5302.46,10359.06,147.34,-0.03498859630935103,-0.019830028328611915,0.5667568985416016,151-200,101-150,50979.64,190.93779999999998,17294,High,167.553
27024,2019-03-25,store_594,item_282,190.14,347,5251.09,10018.61,147.34,0.02132459579953805,0.0028901734104045396,0.13553238887028043,151-200,101-150,51126.98,190.93779999999998,17294,High,171.126
27027,2019-03-25,store_197,item_282,183.95,357,5476.07,9468.22,147.34,-0.03255495950352372,0.028818443804034644,-0.8852243788205408,151-200,101-150,52600.380000000005,190.93779999999998,17294,High,165.555
27030,2019-03-25,store_459,item_56,81.3,366,2686.93,12375.71,123.2,-0.5580320739331339,0.025210084033613356,-0.045176765299397736,51-100,101-150,45091.200000000004,84.0566,18647,Medium,85.365
27039,2019-03-25,store_709,item_56,83.03,384,2767.83,12475.56,123.2,0.021279212792127966,0.049180327868852514,2.3111911304842203,51-100,101-150,47308.8,84.0566,18647,Medium,87.1815
27048,2019-03-25,store_442,item_56,88.59,360,2760.65,12285.89,123.2,0.06696374804287619,-0.0625,-0.9333408273381277,51-100,101-150,44352.0,84.0566,18647,Medium,93.01950000000001
27057,2019-03-25,store_136,item_56,83.56,374,2694.01,11590.63,123.2,-0.05677841742860368,0.03888888888888897,-0.684923790589796,51-100,101-150,46076.8,84.0566,18647,Medium,87.738
27066,2019-03-25,store_601,item_56,87.82,375,2701.23,11646.22,123.2,0.050981330780277556,0.002673796791443861,0.052446586829354325,51-100,101-150,46200.0,84.0566,18647,Medium,92.211
27075,2019-03-25,store_458,item_56,82.07,377,2603.18,11596.9,123.2,-0.06547483488954675,0.005333333333333412,-0.08145623188405923,51-100,101-150,46446.4,84.0566,18647,Medium,86.17349999999999
27084,2019-03-25,store_162,item_56,81.68,367,2520.87,12384.15,123.2,-0.004752040940660285,-0.02652519893899208,5.581854043392662,51-100,101-150,45214.4,84.0566,18647,Medium,85.76400000000001
27093,2019-03-25,store_30,item_56,85.1,384,2514.84,12346.16,123.2,0.041870714985308366,0.04632152588555849,1.1062988989276115,51-100,101-150,47308.8,84.0566,18647,Medium,89.355
27102,2019-03-25,store_594,item_56,87.39,391,2768.52,12150.38,123.2,0.026909518213866113,0.01822916666666674,0.6774244905385745,51-100,101-150,48171.200000000004,84.0566,18647,Medium,91.7595
27111,2019-03-25,store_197,item_56,84.79,375,2739.97,11939.12,123.2,-0.029751687836136798,-0.04092071611253201,1.375408223490069,51-100,101-150,46200.0,84.0566,18647,Medium,89.02950000000001
27120,2019-03-25,store_459,item_99,262.16,466,7373.96,11946.15,226.77,2.0918740417502066,0.2426666666666666,0.11600443517317843,251-300,201-250,105674.82,252.0778,23411,High,235.94400000000002
27129,2019-03-25,store_709,item_99,254.62,472,7061.45,11615.04,226.77,-0.028761061946902755,0.012875536480686733,-0.44767249917464486,251-300,201-250,107035.44,252.0778,23411,High,229.15800000000002
27138,2019-03-25,store_442,item_99,251.57,487,7378.64,12723.15,226.77,-0.011978634828371693,0.03177966101694918,-2.6530286190608523,251-300,201-250,110436.99,252.0778,23411,High,226.413
27147,2019-03-25,store_136,item_99,242.89,471,6929.08,12683.99,226.77,-0.03450331915570226,-0.03285420944558526,0.952204316846298,201-250,201-250,106808.67,252.0778,23411,High,218.601
27156,2019-03-25,store_601,item_99,255.54,483,7515.24,12546.46,226.77,0.05208118901560388,0.02547770700636942,0.4891921150021388,251-300,201-250,109529.91,252.0778,23411,High,229.986
27165,2019-03-25,store_458,item_99,253.06,445,7466.7,12312.97,226.77,-0.009704938561477583,-0.07867494824016563,8.106692045682289,251-300,201-250,100912.65000000001,252.0778,23411,High,227.75400000000002
27174,2019-03-25,store_162,item_99,242.54,470,7222.6,11707.78,226.77,-0.0415711688927527,0.05617977528089879,-1.3514119707779706,201-250,201-250,106581.90000000001,252.0778,23411,High,218.286
27183,2019-03-25,store_30,item_99,255.64,466,6952.0,12164.39,226.77,0.054011709408757325,-0.008510638297872353,-0.15757024524930993,251-300,201-250,105674.82,252.0778,23411,High,230.076
27192,2019-03-25,store_594,item_99,252.91,490,7261.61,12627.13,226.77,-0.010679079956188331,0.05150214592274671,-4.8227137669197955,251-300,201-250,111117.3,252.0778,23411,High,227.619
27201,2019-03-25,store_197,item_99,240.41,446,7471.29,11822.91,226.77,-0.049424696532363255,-0.0897959183673469,1.8168228571428577,201-250,201-250,101139.42,252.0778,23411,High,216.369
27210,2019-03-25,store_459,item_960,211.32,300,4239.34,9520.67,228.21,-0.1210016222286927,-0.32735426008968604,2.705370837681725,201-250,201-250,68463.0,202.9664,15451,High,190.188
27220,2019-03-25,store_709,item_960,198.27,310,4174.45,10009.7,228.21,-0.061754684838160046,0.03333333333333344,-0.5397701149425312,151-200,201-250,70745.1,202.9664,15451,High,178.443
27230,2019-03-25,store_442,item_960,196.81,321,4270.14,9946.82,228.21,-0.007363695970141748,0.03548387096774186,-4.818758285461752,151-200,201-250,73255.41,202.9664,15451,High,177.12900000000002
27240,2019-03-25,store_136,item_960,203.0,322,4547.49,10112.15,228.21,0.031451653879376096,0.0031152647975076775,0.0990493157992706,201-250,201-250,73483.62,202.9664,15451,High,182.70000000000002
27250,2019-03-25,store_601,item_960,207.61,300,4498.84,10190.62,228.21,0.02270935960591136,-0.06832298136645965,-3.0085824766575464,201-250,201-250,68463.0,202.9664,15451,High,186.84900000000002
27260,2019-03-25,store_458,item_960,206.61,309,4380.85,10085.79,228.21,-0.004816723664563316,0.030000000000000027,-6.2283000000000674,201-250,201-250,70516.89,202.9664,15451,High,185.949
27270,2019-03-25,store_162,item_960,210.2,311,4500.04,10034.55,228.21,0.01737573205556342,0.006472491909385036,0.37250182545906907,201-250,201-250,70973.31,202.9664,15451,High,189.18
27280,2019-03-25,store_30,item_960,194.03,308,4391.15,9427.62,228.21,-0.07692673644148429,-0.009646302250803873,0.12539596370556427,151-200,201-250,70288.68000000001,202.9664,15451,High,174.627
27290,2019-03-25,store_594,item_960,209.0,304,4290.56,10234.52,228.21,0.0771530175746018,-0.012987012987012991,-0.16832799798731682,201-250,201-250,69375.84,202.9664,15451,High,188.1
27300,2019-03-25,store_197,item_960,211.19,309,4273.39,9811.44,228.21,0.01047846889952142,0.016447368421052655,1.5696347031963658,201-250,201-250,70516.89,202.9664,15451,High,190.071
27310,2019-03-25,store_459,item_727,244.44,372,2058.91,13195.95,252.54,0.1574411667219091,0.20388349514563098,1.294982115482882,201-250,251-300,93944.87999999999,258.0434,18147,High,219.996
27325,2019-03-25,store_709,item_727,265.4,366,2247.17,13433.09,252.54,0.08574701358206505,-0.016129032258064502,-0.18810022162029058,251-300,251-300,92429.64,258.0434,18147,High,238.85999999999999
27340,2019-03-25,store_442,item_727,260.92,364,2201.53,13113.51,252.54,-0.016880180859080496,-0.005464480874316946,0.32372170179547527,251-300,251-300,91924.56,258.0434,18147,High,234.82800000000003
27355,2019-03-25,store_136,item_727,266.25,370,2233.32,14012.26,252.54,0.02042771730798698,0.016483516483516425,0.8069191596396126,251-300,251-300,93439.8,258.0434,18147,High,239.625
27370,2019-03-25,store_601,item_727,262.57,345,2225.82,12875.42,252.54,-0.013821596244131484,-0.06756756756756754,4.888550235017615,251-300,251-300,87126.3,258.0434,18147,High,236.313
27385,2019-03-25,store_458,item_727,263.09,357,2180.4,13651.25,252.54,0.001980424267814307,0.034782608695652195,17.56321070234106,251-300,251-300,90156.78,258.0434,18147,High,236.78099999999998
27400,2019-03-25,store_162,item_727,265.14,373,2207.87,13118.63,252.54,0.007792010338667499,0.04481792717086841,5.751779736284675,251-300,251-300,94197.42,258.0434,18147,High,238.626
27415,2019-03-25,store_30,item_727,245.68,368,2076.35,12930.78,252.54,-0.07339518744814055,-0.013404825737265424,0.18263902857032668,201-250,251-300,92934.72,258.0434,18147,High,221.11200000000002
27430,2019-03-25,store_594,item_727,265.5,372,2119.75,13277.48,252.54,0.0806740475415173,0.010869565217391353,0.13473434826481895,251-300,251-300,93944.87999999999,258.0434,18147,High,238.95000000000002
27445,2019-03-25,store_197,item_727,266.2,375,2201.49,14041.15,252.54,0.0026365348399246535,0.008064516129032251,3.0587557603686806,251-300,251-300,94702.5,258.0434,18147,High,239.57999999999998
27460,2019-03-25,store_459,item_250,95.54,328,2107.4,11014.17,281.37,-0.6410969196093163,-0.1253333333333333,0.1954982616508457,51-100,251-300,92289.36,92.67399999999999,16481,Medium,100.31700000000001
27470,2019-03-25,store_709,item_250,88.48,325,2227.23,10951.63,281.37,-0.07389575047100694,-0.009146341463414642,0.123773578387342,51-100,251-300,91445.25,92.67399999999999,16481,Medium,92.90400000000001
27480,2019-03-25,store_442,item_250,93.41,339,2213.62,11072.8,281.37,0.05571880650994565,0.04307692307692301,0.7731128101107819,51-100,251-300,95384.43000000001,92.67399999999999,16481,Medium,98.0805
27490,2019-03-25,store_136,item_250,89.66,317,2190.22,10760.29,281.37,-0.04014559469007606,-0.06489675516224191,1.6165349065880026,51-100,251-300,89194.29000000001,92.67399999999999,16481,Medium,94.143
27500,2019-03-25,store_601,item_250,93.05,322,2204.18,10304.02,281.37,0.03780950256524651,0.01577287066246047,0.41716683881893946,51-100,251-300,90601.14,92.67399999999999,16481,Medium,97.7025
27510,2019-03-25,store_458,item_250,90.18,317,2053.75,10910.43,281.37,-0.0308436324556689,-0.01552795031055898,0.5034410370723057,51-100,251-300,89194.29000000001,92.67399999999999,16481,Medium,94.68900000000001
27520,2019-03-25,store_162,item_250,95.95,324,2055.35,10524.19,281.37,0.06398314482146805,0.02208201892744488,0.34512243793361924,51-100,251-300,91163.88,92.67399999999999,16481,Medium,100.7475
27530,2019-03-25,store_30,item_250,92.96,334,2099.5,10706.43,281.37,-0.031162063574778576,0.030864197530864113,-0.9904413889921094,51-100,251-300,93977.58,92.67399999999999,16481,Medium,97.608
27540,2019-03-25,store_594,item_250,94.63,331,2146.29,11076.71,281.37,0.017964716006884762,-0.008982035928143728,-0.49998207178457316,51-100,251-300,93133.47,92.67399999999999,16481,Medium,99.36149999999999
27550,2019-03-25,store_197,item_250,89.92,316,2135.13,10421.49,281.37,-0.049772799323681616,-0.0453172205438066,0.9104816518175004,51-100,251-300,88912.92,92.67399999999999,16481,Medium,94.41600000000001
27560,2019-03-25,store_459,item_751,118.39,377,3086.09,11296.36,127.09,0.3166147686832741,0.19303797468354422,0.6096935259411412,101-150,101-150,47912.93,130.06210000000002,36504,Medium,124.3095
27572,2019-03-25,store_709,item_751,121.83,351,3145.12,11534.28,127.09,0.02905650815102634,-0.06896551724137934,-2.3734963913392093,101-150,101-150,44608.590000000004,130.06210000000002,36504,Medium,127.92150000000001
27584,2019-03-25,store_442,item_751,119.28,343,3061.17,11346.41,127.09,-0.020930805220389037,-0.022792022792022748,1.088922406569465,101-150,101-150,43591.87,130.06210000000002,36504,Medium,125.244
27596,2019-03-25,store_136,item_751,122.07,377,3255.0,11549.35,127.09,0.02339034205231383,0.0991253644314869,4.237875795479493,101-150,101-150,47912.93,130.06210000000002,36504,Medium,128.1735
27608,2019-03-25,store_601,item_751,116.91,363,3139.13,10980.1,127.09,-0.04227082821332018,-0.037135278514588865,0.8785084202085015,101-150,101-150,46133.67,130.06210000000002,36504,Medium,122.7555
27620,2019-03-25,store_458,item_751,120.68,362,3267.15,11769.8,127.09,0.032247027628090175,-0.0027548209366391463,-0.0854286779051673,101-150,101-150,46006.58,130.06210000000002,36504,Medium,126.71400000000001
27632,2019-03-25,store_162,item_751,114.09,358,3048.21,11332.33,127.09,-0.05460722572091481,-0.011049723756906049,0.2023491142615208,101-150,101-150,45498.22,130.06210000000002,36504,Medium,119.79450000000001
27644,2019-03-25,store_30,item_751,116.15,343,3100.72,11919.24,127.09,0.018055920764308953,-0.04189944134078216,-2.320537506101853,101-150,101-150,43591.87,130.06210000000002,36504,Medium,121.95750000000001
27656,2019-03-25,store_594,item_751,118.58,361,3179.24,11645.85,127.09,0.02092122255703832,0.05247813411078717,2.5083684267357724,101-150,101-150,45879.49,130.06210000000002,36504,Medium,124.509
27668,2019-03-25,store_197,item_751,117.17,370,3202.24,11539.14,127.09,-0.01189070669590142,0.024930747922437657,-2.096658218895516,101-150,101-150,47023.3,130.06210000000002,36504,Medium,123.02850000000001
27680,2019-03-25,store_459,item_783,157.81,319,5394.34,9887.92,269.08,0.34684646240505246,-0.13783783783783787,-0.3974030378804002,151-200,251-300,85836.51999999999,228.1985,31195,High,142.029
27695,2019-03-25,store_709,item_783,164.35,321,5654.21,10442.07,269.08,0.041442240669159025,0.006269592476489061,0.1512850747270246,151-200,251-300,86374.68,228.1985,31195,High,147.915
27710,2019-03-25,store_442,item_783,164.1,318,5377.63,10432.49,269.08,-0.0015211439002129623,-0.009345794392523366,6.143925233644851,151-200,251-300,85567.43999999999,228.1985,31195,High,147.69
27725,2019-03-25,store_136,item_783,166.23,322,5668.43,10801.38,269.08,0.012979890310786057,0.012578616352201255,0.9690849499512835,151-200,251-300,86643.76,228.1985,31195,High,149.607
27740,2019-03-25,store_601,item_783,165.74,329,5706.31,10322.63,269.08,-0.0029477230343498695,0.021739130434782705,-7.374889086069562,151-200,251-300,88527.31999999999,228.1985,31195,High,149.16600000000003
27755,2019-03-25,store_458,item_783,168.4,326,5439.92,10638.53,269.08,0.016049233739592106,-0.00911854103343468,-0.5681605228877693,151-200,251-300,87720.08,228.1985,31195,High,151.56
27770,2019-03-25,store_162,item_783,165.52,321,5599.26,10575.65,269.08,-0.017102137767220915,-0.015337423312883458,0.8968132242672127,151-200,251-300,86374.68,228.1985,31195,High,148.96800000000002
27785,2019-03-25,store_30,item_783,168.06,333,5292.95,10280.7,269.08,0.015345577573707025,0.03738317757009346,2.4360880123629536,151-200,251-300,89603.64,228.1985,31195,High,151.25400000000002
27800,2019-03-25,store_594,item_783,168.91,317,5716.74,10388.16,269.08,0.005057717481851576,-0.048048048048048075,-9.499947005829634,151-200,251-300,85298.36,228.1985,31195,High,152.019
27815,2019-03-25,store_197,item_783,156.56,315,5432.22,10329.87,269.08,-0.07311586051743524,-0.006309148264984188,0.08628973550109152,151-200,251-300,84760.2,228.1985,31195,High,140.904
27830,2019-03-25,store_459,item_868,183.63,488,3711.95,9988.18,217.42,0.17290495656617266,0.5492063492063493,3.1763482095214655,151-200,201-250,106100.95999999999,181.3964,47577,High,165.267
27839,2019-03-25,store_709,item_868,185.43,467,3726.73,10514.65,217.42,0.009802319882372235,-0.04303278688524592,-4.390061475409805,151-200,201-250,101535.14,181.3964,47577,High,166.887
27848,2019-03-25,store_442,item_868,196.04,456,3688.19,10089.07,217.42,0.05721835733160763,-0.023554603854389677,-0.41166165812624667,151-200,201-250,99143.51999999999,181.3964,47577,High,176.436
27857,2019-03-25,store_136,item_868,186.93,482,3526.0,10331.85,217.42,-0.046470108141195565,0.05701754385964919,-1.2269724805977666,151-200,201-250,104796.43999999999,181.3964,47577,High,168.23700000000002
27866,2019-03-25,store_601,item_868,193.75,497,3716.6,9935.57,217.42,0.036484245439469376,0.03112033195020736,0.8529800075443186,151-200,201-250,108057.73999999999,181.3964,47577,High,174.375
27875,2019-03-25,store_458,item_868,184.22,467,3681.3,10048.3,217.42,-0.04918709677419353,-0.06036217303822933,1.2271952808139492,151-200,201-250,101535.14,181.3964,47577,High,165.798
27884,2019-03-25,store_162,item_868,192.91,483,3639.08,10356.47,217.42,0.047171859732928034,0.03426124197002145,0.7263067889202934,151-200,201-250,105013.86,181.3964,47577,High,173.619
27893,2019-03-25,store_30,item_868,193.86,484,3787.68,10707.71,217.42,0.004924576227256283,0.0020703933747412417,0.4204206167592936,151-200,201-250,105231.28,181.3964,47577,High,174.47400000000002
27902,2019-03-25,store_594,item_868,192.84,495,3648.84,10669.66,217.42,-0.0052615289384092545,0.022727272727272707,-4.31951871657746,151-200,201-250,107622.9,181.3964,47577,High,173.556
27911,2019-03-25,store_197,item_868,182.17,497,3744.23,10603.84,217.42,-0.055330844223190345,0.004040404040404066,-0.07302263497202607,151-200,201-250,108057.73999999999,181.3964,47577,High,163.953
27920,2019-03-25,store_459,item_728,168.19,378,5472.84,9486.01,56.52,-0.07674150518746226,-0.23943661971830987,3.1200407020089065,151-200,51-100,21364.56,164.361,19577,High,151.371
27927,2019-03-25,store_709,item_728,171.05,399,5182.48,9363.92,56.52,0.01700457815565737,0.05555555555555558,3.267094017094004,151-200,51-100,22551.48,164.361,19577,High,153.94500000000002
27934,2019-03-25,store_442,item_728,159.44,393,5066.09,9778.45,56.52,-0.06787489038292904,-0.015037593984962405,0.22154870380084551,151-200,51-100,22212.36,164.361,19577,High,143.496
27941,2019-03-25,store_136,item_728,162.33,399,4988.47,8977.75,56.52,0.018125940792774742,0.01526717557251911,0.8422832087482501,151-200,51-100,22551.48,164.361,19577,High,146.097
27948,2019-03-25,store_601,item_728,160.58,384,5224.75,9546.9,56.52,-0.010780508840017244,-0.03759398496240607,3.4872180451127885,151-200,51-100,21703.68,164.361,19577,High,144.52200000000002
27955,2019-03-25,store_458,item_728,161.89,394,5250.88,9516.87,56.52,0.008157927512766117,0.02604166666666674,3.1921914758270225,151-200,51-100,22268.88,164.361,19577,High,145.701
27962,2019-03-25,store_162,item_728,166.67,398,5378.62,9745.51,56.52,0.02952622150843176,0.010152284263959421,0.3438396024042646,151-200,51-100,22494.960000000003,164.361,19577,High,150.003
27969,2019-03-25,store_30,item_728,156.06,391,5152.54,9525.96,56.52,-0.06365872682546336,-0.017587939698492483,0.27628481711100356,151-200,51-100,22099.32,164.361,19577,High,140.454
27976,2019-03-25,store_594,item_728,158.59,381,5066.96,9721.96,56.52,0.016211713443547326,-0.025575447570332477,-1.5775906513146614,151-200,51-100,21534.120000000003,164.361,19577,High,142.731
27983,2019-03-25,store_197,item_728,160.71,376,5235.8,9208.14,56.52,0.013367803770729658,-0.013123359580052507,-0.9817139602832599,151-200,51-100,21251.52,164.361,19577,High,144.639
27990,2019-03-25,store_459,item_844,226.02,316,3614.86,7957.25,136.91,0.4063841702445399,-0.15957446808510634,-0.3926690057565065,201-250,101-150,43263.56,218.5412,15106,High,203.418
27995,2019-03-25,store_709,item_844,212.79,306,3708.92,8611.88,136.91,-0.05853464295195121,-0.03164556962025311,0.5406297540113078,201-250,101-150,41894.46,218.5412,15106,High,191.511
28000,2019-03-25,store_442,item_844,217.32,297,3359.28,8484.77,136.91,0.021288594388834126,-0.02941176470588236,-1.381573821581609,201-250,101-150,40662.27,218.5412,15106,High,195.588
28005,2019-03-25,store_136,item_844,221.15,316,3414.53,8086.76,136.91,0.017623780600036776,0.06397306397306401,3.6299285281008618,201-250,101-150,43263.56,218.5412,15106,High,199.035
28010,2019-03-25,store_601,item_844,215.44,308,3707.96,8665.17,136.91,-0.025819579470947374,-0.025316455696202556,0.9805138664124665,201-250,101-150,42168.28,218.5412,15106,High,193.89600000000002
28015,2019-03-25,store_458,item_844,208.53,308,3638.23,8670.98,136.91,-0.03207389528406979,0.0,-0.0,201-250,101-150,42168.28,218.5412,15106,High,187.677
28020,2019-03-25,store_162,item_844,214.68,292,3452.77,8223.01,136.91,0.029492159401524942,-0.051948051948051965,-1.7614190687361435,201-250,101-150,39977.72,218.5412,15106,High,193.21200000000002
28025,2019-03-25,store_30,item_844,210.19,288,3618.11,8458.99,136.91,-0.020914850009316255,-0.013698630136986356,0.6549714738993813,201-250,101-150,39430.08,218.5412,15106,High,189.171
28030,2019-03-25,store_594,item_844,223.06,316,3687.21,8442.45,136.91,0.061230315428897786,0.09722222222222232,1.5878118794785445,201-250,101-150,43263.56,218.5412,15106,High,200.75400000000002
28035,2019-03-25,store_197,item_844,225.23,308,3700.89,8503.1,136.91,0.009728324217699313,-0.025316455696202556,-2.602344980458488,201-250,101-150,42168.28,218.5412,15106,High,202.707
28040,2019-03-25,store_459,item_516,144.61,457,5659.21,10283.94,104.74,-0.3579452115615148,0.48376623376623384,-1.3515091643657762,101-150,101-150,47866.18,145.31380000000001,21807,Medium,151.84050000000002
28045,2019-03-25,store_709,item_516,147.56,448,5936.68,10059.42,104.74,0.020399695733351653,-0.01969365426695846,-0.9653896079813152,101-150,101-150,46923.52,145.31380000000001,21807,Medium,154.93800000000002
28050,2019-03-25,store_442,item_516,150.3,443,6059.66,10466.53,104.74,0.018568717809704482,-0.011160714285714302,-0.601049270072995,151-200,101-150,46399.82,145.31380000000001,21807,Medium,157.81500000000003
28055,2019-03-25,store_136,item_516,143.32,439,5682.29,10694.63,104.74,-0.0464404524284765,-0.009029345372460473,0.19442845408034465,101-150,101-150,45980.86,145.31380000000001,21807,Medium,150.486
28060,2019-03-25,store_601,item_516,144.0,447,5645.49,10561.96,104.74,0.004744627407200719,0.018223234624145768,3.8408146857831538,101-150,101-150,46818.78,145.31380000000001,21807,Medium,151.20000000000002
28065,2019-03-25,store_458,item_516,152.94,436,6038.83,10435.84,104.74,0.06208333333333327,-0.02460850111856827,-0.39637854150714036,151-200,101-150,45666.64,145.31380000000001,21807,Medium,160.58700000000002
28070,2019-03-25,store_162,item_516,148.43,458,5560.63,10154.43,104.74,-0.029488688374525895,0.050458715596330306,-1.7111210561646948,101-150,101-150,47970.92,145.31380000000001,21807,Medium,155.85150000000002
28075,2019-03-25,store_30,item_516,145.89,454,5776.28,9972.02,104.74,-0.017112443576096648,-0.008733624454148492,0.5103668809957668,101-150,101-150,47551.96,145.31380000000001,21807,Medium,153.18449999999999
28080,2019-03-25,store_594,item_516,151.01,433,5655.29,10566.56,104.74,0.03509493453972179,-0.04625550660792954,-1.3180109099669581,151-200,101-150,45352.42,145.31380000000001,21807,Medium,158.5605
28085,2019-03-25,store_197,item_516,144.27,430,5902.12,10903.9,104.74,-0.044632805774451945,-0.006928406466512715,0.15523125526826217,101-150,101-150,45038.2,145.31380000000001,21807,Medium,151.48350000000002
28090,2019-03-25,store_459,item_855,119.42,463,3106.59,10449.72,54.55,-0.1722464822901505,0.07674418604651168,-0.4455486406812971,101-150,51-100,25256.649999999998,119.8058,23956,Medium,125.391
28103,2019-03-25,store_709,item_855,123.91,459,3304.14,10938.92,54.55,0.037598392229107214,-0.008639308855291628,-0.22977867783940534,101-150,51-100,25038.449999999997,119.8058,23956,Medium,130.1055
28116,2019-03-25,store_442,item_855,119.64,487,3188.75,10541.31,54.55,-0.03446049552094255,0.061002178649237404,-1.7702060787885299,101-150,51-100,26565.85,119.8058,23956,Medium,125.622
28129,2019-03-25,store_136,item_855,116.17,481,3175.31,10923.31,54.55,-0.029003677699765973,-0.012320328542094416,0.42478504518045407,101-150,51-100,26238.55,119.8058,23956,Medium,121.97850000000001
28142,2019-03-25,store_601,item_855,125.21,467,3314.47,10081.95,54.55,0.07781699233881367,-0.029106029106029108,-0.3740317921733858,101-150,51-100,25474.85,119.8058,23956,Medium,131.4705
28155,2019-03-25,store_458,item_855,124.22,495,3273.78,10294.05,54.55,-0.00790671671591725,0.05995717344753748,-7.583068371076946,101-150,51-100,27002.25,119.8058,23956,Medium,130.431
28168,2019-03-25,store_162,item_855,119.17,498,3378.46,10123.59,54.55,-0.0406536789566897,0.0060606060606061,-0.1490789078907902,101-150,51-100,27165.899999999998,119.8058,23956,Medium,125.1285
28181,2019-03-25,store_30,item_855,114.36,456,3252.63,10548.97,54.55,-0.04036250734245195,-0.08433734939759041,2.0894972822683684,101-150,51-100,24874.8,119.8058,23956,Medium,120.078
